Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
5/11/2015 7:46,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,EXCEPTIONAL CLEARANCE,26TH ST / MISSION ST,-122.4181373,37.74904131
5/11/2015 7:44,ASSAULT,ATTEMPTED HOMICIDE WITH BODILY FORCE,Monday,MISSION,"ARREST, BOOKED",100 Block of CAPP ST,-122.4185499,37.76428371
5/11/2015 7:30,KIDNAPPING,FALSE IMPRISONMENT,Monday,NORTHERN,NONE,1200 Block of SUTTER ST,-122.4209419,37.78759616
5/11/2015 7:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,1900 Block of NEWCOMB AV,-122.3963759,37.73889936
5/11/2015 7:30,ROBBERY,"SHOPLIFTING, FORCE AGAINST AGENT",Monday,NORTHERN,NONE,1200 Block of SUTTER ST,-122.4209419,37.78759616
5/11/2015 7:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,9TH AV / MORAGA ST,-122.4657906,37.75658204
5/11/2015 7:03,ROBBERY,"ROBBERY, BODILY FORCE",Monday,MISSION,NONE,24TH ST / POTRERO AV,-122.4063384,37.75300429
5/11/2015 7:01,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Monday,NORTHERN,NONE,1300 Block of STEINER ST,-122.4341376,37.78168509
5/11/2015 7:00,SEX OFFENSES FORCIBLE,"CHILD ABUSE, PORNOGRAPHY",Monday,SOUTHERN,NONE,1000 Block of HOWARD ST,-122.4074968,37.77954963
5/11/2015 7:00,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,SOUTHERN,NONE,1000 Block of HOWARD ST,-122.4074968,37.77954963
5/11/2015 6:57,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,BAYVIEW,NONE,1000 Block of REVERE AV,-122.3798619,37.72588882
5/11/2015 6:57,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,1000 Block of REVERE AV,-122.3798619,37.72588882
5/11/2015 6:50,NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE,200 Block of FRONT ST,-122.3987654,37.79362356
5/11/2015 6:44,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.4130699,37.78202043
5/11/2015 6:44,OTHER OFFENSES,RESISTING ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.4130699,37.78202043
5/11/2015 6:44,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.4130699,37.78202043
5/11/2015 5:50,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,CENTRAL,NONE,0 Block of POST ST,-122.4023466,37.78900334
5/11/2015 5:11,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Monday,MISSION,NONE,300 Block of ALABAMA ST,-122.4124227,37.76482503
5/11/2015 5:00,ARSON,ARSON,Monday,SOUTHERN,"ARREST, BOOKED",200 Block of FOLSOM ST,-122.3923477,37.78906036
5/11/2015 4:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of FOLSOM ST,-122.402246,37.78108882
5/11/2015 4:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,0 Block of CHURCH ST,-122.42911,37.76989883
5/11/2015 4:02,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, BOOKED",2ND ST / BRYANT ST,-122.3936227,37.78307912
5/11/2015 4:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,100 Block of DELTA ST,-122.4076404,37.71755809
5/11/2015 4:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,NORTHERN,NONE,2800 Block of SCOTT ST,-122.4403981,37.79599737
5/11/2015 3:42,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,NONE,1300 Block of IRVING ST,-122.4722433,37.76383136
5/11/2015 3:42,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",Monday,TARAVAL,NONE,1300 Block of IRVING ST,-122.4722433,37.76383136
5/11/2015 3:00,MISSING PERSON,MISSING ADULT,Monday,SOUTHERN,NONE,1100 Block of MISSION ST,-122.4128343,37.77779031
5/11/2015 2:52,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,MISSION,"ARREST, BOOKED",FOLSOM ST / ERIE ST,-122.4156134,37.76936288
5/11/2015 2:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,LINCOLN WY / 14TH AV,-122.4717998,37.7656867
5/11/2015 2:24,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,MISSION,NONE,1600 Block of BRYANT ST,-122.4106161,37.76623807
5/11/2015 2:13,BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",Monday,BAYVIEW,NONE,1700 Block of CESAR CHAVEZ ST,-122.3943479,37.7499132
5/11/2015 2:10,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / LOOMIS ST,-122.4043088,37.74252189
5/11/2015 2:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,NORTHERN,NONE,SACRAMENTO ST / VANNESS AV,-122.422517,37.79128899
5/11/2015 2:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE,BELCHER ST / 14TH ST,-122.4300823,37.76766275
5/11/2015 1:32,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,JACKSON ST / POWELL ST,-122.4099006,37.79561712
5/11/2015 1:15,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.4113591,37.77649448
5/11/2015 1:15,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.4113591,37.77649448
5/11/2015 1:15,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.4113591,37.77649448
5/11/2015 1:10,TRESPASS,TRESPASSING,Monday,PARK,"ARREST, BOOKED",4000 Block of 17TH ST,-122.4358241,37.76255283
5/11/2015 1:04,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,TARAVAL,"ARREST, BOOKED",ULLOA ST / LENOX WY,-122.4661232,37.74104245
5/11/2015 1:04,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Monday,TARAVAL,"ARREST, BOOKED",ULLOA ST / LENOX WY,-122.4661232,37.74104245
5/11/2015 1:04,WARRANTS,WARRANT ARREST,Monday,TARAVAL,"ARREST, BOOKED",ULLOA ST / LENOX WY,-122.4661232,37.74104245
5/11/2015 1:00,VEHICLE THEFT,STOLEN TRUCK,Monday,CENTRAL,NONE,600 Block of JONES ST,-122.4131628,37.7870801
5/11/2015 1:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,RICHMOND,NONE,3900 Block of CLAY ST,-122.4582235,37.7877165
5/11/2015 1:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,PARK,NONE,HAIGHT ST / COLE ST,-122.4507099,37.76952623
5/11/2015 0:57,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,CENTRAL,"ARREST, BOOKED",SUTTER ST / POWELL ST,-122.4085974,37.78922421
5/11/2015 0:52,NON-CRIMINAL,FIRE REPORT,Monday,BAYVIEW,NONE,2400 Block of GRIFFITH ST,-122.3864377,37.71918345
5/11/2015 0:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,2400 Block of SAN JOSE AV,-122.4478172,37.71922946
5/11/2015 0:29,WARRANTS,PROBATION SEARCH,Monday,BAYVIEW,NONE,PENNSYLVANIA AV / 22ND ST,-122.3931234,37.75765082
5/11/2015 0:29,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,BAYVIEW,NONE,PENNSYLVANIA AV / 22ND ST,-122.3931234,37.75765082
5/11/2015 0:15,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED",NEWHALL ST / OAKDALE AV,-122.3922173,37.7356626
5/11/2015 0:10,TRESPASS,TRESPASSING,Monday,NORTHERN,NONE,600 Block of OCTAVIA ST,-122.4247907,37.77785856
5/11/2015 0:05,NON-CRIMINAL,LOST PROPERTY,Monday,RICHMOND,NONE,22ND AV / BALBOA ST,-122.4812462,37.77644744
5/11/2015 0:01,NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE,500 Block of BROADWAY ST,-122.4064606,37.79794667
5/11/2015 0:01,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119876,37.78502266
5/11/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE,300 Block of LINDEN ST,-122.4235803,37.77627128
5/11/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,0 Block of HATTIE ST,-122.4409428,37.76136589
5/11/2015 0:01,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,NORTHERN,NONE,400 Block of LARKIN ST,-122.4173124,37.78191323
5/11/2015 0:01,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119876,37.78502266
5/11/2015 0:01,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,RICHMOND,NONE,CLEMENT ST / 32ND AV,-122.4923745,37.78167415
5/3/2015 23:46,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,"ARREST, BOOKED",300 Block of 4TH ST,-122.3998338,37.78104322
5/3/2015 23:46,ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,"ARREST, BOOKED",300 Block of 4TH ST,-122.3998338,37.78104322
5/3/2015 23:46,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,SOUTHERN,"ARREST, BOOKED",300 Block of 4TH ST,-122.3998338,37.78104322
5/3/2015 23:35,WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Sunday,BAYVIEW,NONE,0 Block of HUDSON CT,-122.3792138,37.73236862
5/3/2015 23:20,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,NORTHERN,"ARREST, BOOKED",2300 Block of FRANCISCO ST,-122.4438964,37.80085417
5/3/2015 23:18,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
5/3/2015 23:18,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,PARK,NONE,MASONIC AV / FULTON ST,-122.4464727,37.77580159
5/3/2015 23:03,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,INGLESIDE,"ARREST, CITED",GENEVA AV / LONDON ST,-122.4402533,37.71604001
5/3/2015 23:02,ASSAULT,BATTERY,Sunday,NORTHERN,"ARREST, BOOKED",2400 Block of FRANCISCO ST,-122.4455311,37.80053487
5/3/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,200 Block of ELSIE ST,-122.4193723,37.74041369
5/3/2015 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,NONE,800 Block of HOWARD ST,-122.403891,37.78240141
5/3/2015 23:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,0 Block of VALMAR TR,-122.4235483,37.72682302
5/3/2015 23:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,STOCKTON ST / NORTHPOINT ST,-122.4105006,37.80696307
5/3/2015 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,NONE,STOCKTON ST / NORTHPOINT ST,-122.4105006,37.80696307
5/3/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,STOCKTON ST / NORTHPOINT ST,-122.4105006,37.80696307
5/3/2015 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,NONE,STOCKTON ST / NORTHPOINT ST,-122.4105006,37.80696307
5/3/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,NORTHERN,NONE,POLK ST / FRANCISCO ST,-122.4232775,37.80341242
5/3/2015 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,NONE,3RD ST / HOWARD ST,-122.4004736,37.78502906
5/3/2015 22:55,MISSING PERSON,FOUND PERSON,Sunday,SOUTHERN,NONE,0 Block of MOSS ST,-122.4079992,37.77782417
5/3/2015 22:55,MISSING PERSON,MISSING JUVENILE,Sunday,SOUTHERN,NONE,0 Block of MOSS ST,-122.4079992,37.77782417
5/3/2015 22:50,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,TENDERLOIN,NONE,LARKIN ST / ELLIS ST,-122.4177103,37.78423629
5/3/2015 22:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,1900 Block of 16TH AV,-122.4731357,37.75156462
5/3/2015 22:40,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, BOOKED",24TH ST / SAN JOSE AV,-122.4215984,37.75204775
5/3/2015 22:30,NON-CRIMINAL,AIDED CASE,Sunday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
5/3/2015 22:30,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
5/3/2015 22:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,BRAZIL AV / LAGRANDE AV,-122.425479,37.72023256
5/3/2015 22:15,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,PARK,NONE,900 Block of ASHBURY ST,-122.4457903,37.7646916
5/3/2015 22:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,BAYVIEW,NONE,200 Block of HESTER AV,-122.3980104,37.71291556
5/3/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,FOLSOM ST / 11TH ST,-122.4140273,37.77186362
5/3/2015 21:44,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,BAYVIEW,"ARREST, BOOKED",4000 Block of 3RD ST,-122.388753,37.74073605
5/3/2015 21:35,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,SOUTHERN,NONE,100 Block of BRANNAN ST,-122.3890406,37.78432123
5/3/2015 21:30,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
5/3/2015 21:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,400 Block of POTRERO AV,-122.4074302,37.7638215
5/3/2015 21:25,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Sunday,NORTHERN,NONE,1500 Block of UNION ST,-122.4248305,37.79850023
5/3/2015 21:25,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / PAUL AV,-122.4007846,37.72361678
5/3/2015 21:15,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TARAVAL,NONE,2200 Block of 19TH AV,-122.4759645,37.74582688
5/3/2015 21:15,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,MISSION,NONE,16TH ST / VALENCIA ST,-122.4218864,37.76491789
5/3/2015 21:15,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,MISSION,NONE,16TH ST / VALENCIA ST,-122.4218864,37.76491789
5/3/2015 21:13,LIQUOR LAWS,POSSESSION OF ALCOHOL BY MINOR,Sunday,TARAVAL,"ARREST, BOOKED",3500 Block of 19TH AV,-122.4748295,37.72397582
5/3/2015 21:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,NONE,1000 Block of SOUTH VAN NESS AV,-122.4165727,37.75635629
5/3/2015 21:00,MISSING PERSON,MISSING JUVENILE,Sunday,PARK,CLEARED-CONTACT JUVENILE FOR MORE INFO,1200 Block of PAGE ST,-122.4413937,37.77172731
5/3/2015 21:00,MISSING PERSON,FOUND PERSON,Sunday,PARK,CLEARED-CONTACT JUVENILE FOR MORE INFO,1200 Block of PAGE ST,-122.4413937,37.77172731
5/3/2015 21:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,300 Block of BENTON AV,-122.4192428,37.73398396
5/3/2015 21:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,MISSION,NONE,400 Block of POTRERO AV,-122.4074302,37.7638215
5/3/2015 21:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,600 Block of DOUGLASS ST,-122.4387348,37.75302717
5/3/2015 0:58,ASSAULT,BATTERY,Sunday,TENDERLOIN,NONE,100 Block of ELLIS ST,-122.4082707,37.78549414
5/3/2015 0:58,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,TENDERLOIN,NONE,100 Block of ELLIS ST,-122.4082707,37.78549414
5/3/2015 0:55,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TARAVAL,NONE,9TH AV / IRVING ST,-122.4663097,37.76403685
5/3/2015 0:40,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Sunday,CENTRAL,NONE,900 Block of HYDE ST,-122.4170443,37.78959528
5/3/2015 0:40,TRESPASS,TRESPASSING,Sunday,NORTHERN,NONE,2100 Block of JACKSON ST,-122.4304708,37.79304577
5/3/2015 0:40,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Sunday,NORTHERN,NONE,2100 Block of JACKSON ST,-122.4304708,37.79304577
5/3/2015 0:40,SEX OFFENSES FORCIBLE,"ORAL COPULATION, UNLAWFUL (ADULT VICTIM)",Sunday,CENTRAL,NONE,900 Block of HYDE ST,-122.4170443,37.78959528
5/3/2015 0:39,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Sunday,INGLESIDE,NONE,500 Block of FRANCONIA ST,-122.4081532,37.74177596
5/3/2015 0:30,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,NORTHERN,NONE,3100 Block of FILLMORE ST,-122.435751,37.79872822
5/3/2015 0:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,600 Block of 10TH AV,-122.4682933,37.77608549
5/3/2015 0:30,ASSAULT,"ASSAULT, AGGRAVATED, W/ GUN",Sunday,SOUTHERN,NONE,100 Block of RUSS ST,-122.4075322,37.77819422
5/3/2015 0:20,OTHER OFFENSES,DEFRAUDING TAXI DRIVER,Sunday,TARAVAL,NONE,19TH AV / HOLLOWAY AV,-122.4752222,37.72105715
5/3/2015 0:17,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED",3RD ST / CESAR CHAVEZ ST,-122.3875868,37.75026529
5/3/2015 0:15,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,3100 Block of 16TH ST,-122.4236373,37.76486667
5/3/2015 0:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,FREELON ST / 4TH ST,-122.3970667,37.77875233
5/3/2015 0:09,ASSAULT,THREATS AGAINST LIFE,Sunday,BAYVIEW,NONE,0 Block of SOMERSET ST,-122.4093267,37.73071181
5/3/2015 0:09,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TARAVAL,"ARREST, BOOKED",200 Block of ARBALLO DR,-122.4825717,37.7214219
5/3/2015 0:09,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,BAYVIEW,NONE,0 Block of SOMERSET ST,-122.4093267,37.73071181
5/3/2015 0:08,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,MISSION,NONE,2300 Block of FOLSOM ST,-122.4146955,37.75968618
5/3/2015 0:05,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE,300 Block of BAY SHORE BL,-122.4068252,37.74105498
5/3/2015 0:05,SUSPICIOUS OCC,SUSPICIOUS PERSON,Sunday,BAYVIEW,NONE,300 Block of BAY SHORE BL,-122.4068252,37.74105498
5/3/2015 0:04,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, BOOKED",SHAFTER AV / INGALLS ST,-122.3851225,37.72785972
5/3/2015 0:02,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,NORTHERN,NONE,1900 Block of UNION ST,-122.4318099,37.79750148
5/3/2015 0:01,LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.4154442,37.77802457
5/3/2015 0:01,FRAUD,FRAUDULENT CREDIT APPLICATION,Sunday,NORTHERN,NONE,3500 Block of DIVISADERO ST,-122.4433887,37.8023065
5/3/2015 0:01,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,MISSION,NONE,2100 Block of HARRISON ST,-122.4128817,37.76348576
5/3/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,TARAVAL,NONE,0 Block of AERIAL WY,-122.4687742,37.75312839
5/3/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,3000 Block of RIVERA ST,-122.4990032,37.74581692
5/3/2015 0:01,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Sunday,NORTHERN,NONE,3500 Block of DIVISADERO ST,-122.4433887,37.8023065
5/3/2015 0:01,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Sunday,TENDERLOIN,NONE,POWELL ST / GEARY ST,-122.408231,37.78735949
5/3/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,FILLMORE ST / LAUSSAT ST,-122.4303551,37.77163857
5/3/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,FRANKLIN ST / POST ST,-122.4232177,37.7864018
5/2/2015 23:59,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,UNFOUNDED,NORTHPOINT ST / POWELL ST,-122.4121433,37.8067579
5/2/2015 23:45,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,BAYVIEW,NONE,1900 Block of INGALLS ST,-122.385911,37.72688192
5/2/2015 23:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,600 Block of PAGE ST,-122.4314595,37.77287803
5/2/2015 23:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,1900 Block of MARKET ST,-122.425669,37.7702452
5/2/2015 23:30,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,SOUTHERN,NONE,FOLSOM ST / 2ND ST,-122.3967072,37.78554295
5/2/2015 23:19,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,TARAVAL,NONE,3500 Block of 19TH AV,-122.4748295,37.72397582
5/2/2015 23:15,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,RICHMOND,"ARREST, BOOKED",DIVISADERO ST / PACIFIC AV,-122.4413342,37.79251071
5/2/2015 23:15,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,RICHMOND,"ARREST, BOOKED",DIVISADERO ST / PACIFIC AV,-122.4413342,37.79251071
5/2/2015 23:15,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,RICHMOND,"ARREST, BOOKED",DIVISADERO ST / PACIFIC AV,-122.4413342,37.79251071
5/2/2015 23:14,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,400 Block of MASON ST,-122.4099253,37.7877641
5/2/2015 23:10,ASSAULT,BATTERY,Saturday,BAYVIEW,"ARREST, BOOKED",2400 Block of PHELPS ST,-122.4001306,37.73009254
5/2/2015 23:10,ASSAULT,THREATS AGAINST LIFE,Saturday,BAYVIEW,"ARREST, BOOKED",2400 Block of PHELPS ST,-122.4001306,37.73009254
5/2/2015 23:10,OTHER OFFENSES,PROBATION VIOLATION,Saturday,BAYVIEW,"ARREST, BOOKED",2400 Block of PHELPS ST,-122.4001306,37.73009254
5/2/2015 23:10,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,BAYVIEW,"ARREST, BOOKED",WILLIAMS AV / VENUS ST,-122.3980748,37.73003883
5/2/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,BAYVIEW,NONE,1200 Block of SILVER AV,-122.4109234,37.73072546
5/2/2015 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,NORTHERN,NONE,1200 Block of SUTTER ST,-122.4209638,37.78770463
5/2/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,INGLESIDE,NONE,100 Block of CRESTAVISTA DR,-122.4542824,37.73563191
5/2/2015 23:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,INGLESIDE,NONE,100 Block of CRESTAVISTA DR,-122.4542824,37.73563191
5/2/2015 23:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,INGLESIDE,NONE,200 Block of BROOKDALE AV,-122.4230983,37.71030452
5/2/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,2600 Block of 45TH AV,-122.5031525,37.73714861
5/2/2015 23:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,1200 Block of POLK ST,-122.420327,37.78845216
5/2/2015 23:00,NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,1500 Block of FILLMORE ST,-122.4327438,37.78384245
5/2/2015 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,3RD ST / HOWARD ST,-122.4004736,37.78502906
